"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.32908905543977,0.255691265504453,-5.19802290789093,2.01419311493498e-07
"ndvi_scaled",-0.723287849999015,0.186691071204639,-3.87424982529665,0.000106953651311993
"slope_scaled",-0.223523241011436,0.205574077415731,-1.08731238793015,0.276898775679929
"drought_scaled",0.32230617966668,0.185513536720218,1.73737283739442,0.0823213825234556
